item,subject,semantic,parallel,condition,RT
ma-ma.01,1,1,2,ma-ma,709.7
ma-ma.01,2,1,2,ma-ma,1021.7
ma-ma.01,3,1,2,ma-ma,107
ma-ma.01,4,1,2,ma-ma,151
ma-ma.01,5,1,2,ma-ma,327
ma-ma.01,7,1,2,ma-ma,127
ma-ma.01,8,1,2,ma-ma,865
ma-ma.01,9,1,2,ma-ma,239
ma-ma.01,10,1,2,ma-ma,396
ma-ma.01,11,1,2,ma-ma,205
ma-ma.01,12,1,2,ma-ma,366
ma-ma.01,13,1,2,ma-ma,870.3
ma-ma.01,14,1,2,ma-ma,469
ma-ma.01,15,1,2,ma-ma,249
ma-ma.01,16,1,2,ma-ma,733.5
ma-ma.01,18,1,2,ma-ma,298
ma-ma.01,19,1,2,ma-ma,185
ma-ma.01,20,1,2,ma-ma,650
ma-ma.01,21,1,2,ma-ma,479
ma-ma.01,22,1,2,ma-ma,241
ma-ma.01,23,1,2,ma-ma,377
ma-ma.01,24,1,2,ma-ma,740
ma-ma.01,25,1,2,ma-ma,0
ma-ma.01,26,1,2,ma-ma,146
ma-ma.01,27,1,2,ma-ma,337
ma-ma.01,28,1,2,ma-ma,420
ma-ma.01,29,1,2,ma-ma,914.7
ma-ma.01,30,1,2,ma-ma,440
ma-ma.01,32,1,2,ma-ma,537
ma-ma.01,33,1,2,ma-ma,425
ma-ma.01,34,1,2,ma-ma,195
ma-ma.01,35,1,2,ma-ma,161
ma-ma.01,36,1,2,ma-ma,298
ma-ma.01,37,1,2,ma-ma,772
ma-ma.02,1,1,2,ma-ma,191
ma-ma.02,2,1,2,ma-ma,415
ma-ma.02,3,1,2,ma-ma,327
ma-ma.02,4,1,2,ma-ma,175
ma-ma.02,5,1,2,ma-ma,215
ma-ma.02,6,1,2,ma-ma,298
ma-ma.02,7,1,2,ma-ma,122
ma-ma.02,8,1,2,ma-ma,185
ma-ma.02,9,1,2,ma-ma,454
ma-ma.02,10,1,2,ma-ma,146
ma-ma.02,11,1,2,ma-ma,239
ma-ma.02,12,1,2,ma-ma,156
ma-ma.02,13,1,2,ma-ma,1188.4
ma-ma.02,14,1,2,ma-ma,264
ma-ma.02,15,1,2,ma-ma,958.5
ma-ma.02,16,1,2,ma-ma,484.1
ma-ma.02,17,1,2,ma-ma,117
ma-ma.02,18,1,2,ma-ma,469
ma-ma.02,20,1,2,ma-ma,640
ma-ma.02,21,1,2,ma-ma,327
ma-ma.02,22,1,2,ma-ma,226
ma-ma.02,24,1,2,ma-ma,130
ma-ma.02,25,1,2,ma-ma,659.4
ma-ma.02,26,1,2,ma-ma,317
ma-ma.02,27,1,2,ma-ma,567
ma-ma.02,28,1,2,ma-ma,93
ma-ma.02,29,1,2,ma-ma,376
ma-ma.02,30,1,2,ma-ma,195
ma-ma.02,31,1,2,ma-ma,141
ma-ma.02,32,1,2,ma-ma,352
ma-ma.02,33,1,2,ma-ma,224
ma-ma.02,34,1,2,ma-ma,166
ma-ma.02,35,1,2,ma-ma,313
ma-ma.02,36,1,2,ma-ma,405.9
ma-ma.02,37,1,2,ma-ma,635.7
ma-ma.03,1,1,2,ma-ma,100
ma-ma.03,2,1,2,ma-ma,410.7
ma-ma.03,3,1,2,ma-ma,127
ma-ma.03,5,1,2,ma-ma,136
ma-ma.03,6,1,2,ma-ma,1022
ma-ma.03,7,1,2,ma-ma,322
ma-ma.03,8,1,2,ma-ma,205
ma-ma.03,9,1,2,ma-ma,528
ma-ma.03,10,1,2,ma-ma,518.3
ma-ma.03,11,1,2,ma-ma,1095
ma-ma.03,12,1,2,ma-ma,106
ma-ma.03,15,1,2,ma-ma,1061.2
ma-ma.03,16,1,2,ma-ma,420.6
ma-ma.03,17,1,2,ma-ma,73
ma-ma.03,18,1,2,ma-ma,581
ma-ma.03,19,1,2,ma-ma,161
ma-ma.03,20,1,2,ma-ma,166
ma-ma.03,21,1,2,ma-ma,78
ma-ma.03,22,1,2,ma-ma,351
ma-ma.03,24,1,2,ma-ma,120
ma-ma.03,25,1,2,ma-ma,352
ma-ma.03,26,1,2,ma-ma,317
ma-ma.03,27,1,2,ma-ma,303
ma-ma.03,28,1,2,ma-ma,0
ma-ma.03,29,1,2,ma-ma,695.6
ma-ma.03,30,1,2,ma-ma,195
ma-ma.03,31,1,2,ma-ma,630.4
ma-ma.03,32,1,2,ma-ma,1198.2
ma-ma.03,33,1,2,ma-ma,146
ma-ma.03,34,1,2,ma-ma,166
ma-ma.03,35,1,2,ma-ma,117
ma-ma.03,36,1,2,ma-ma,146
ma-ma.03,37,1,2,ma-ma,224
ma-ma.04,1,1,2,ma-ma,251
ma-ma.04,2,1,2,ma-ma,176
ma-ma.04,3,1,2,ma-ma,0
ma-ma.04,4,1,2,ma-ma,871
ma-ma.04,5,1,2,ma-ma,195
ma-ma.04,6,1,2,ma-ma,376
ma-ma.04,7,1,2,ma-ma,146
ma-ma.04,8,1,2,ma-ma,161
ma-ma.04,9,1,2,ma-ma,396
ma-ma.04,10,1,2,ma-ma,357
ma-ma.04,11,1,2,ma-ma,156
ma-ma.04,12,1,2,ma-ma,171
ma-ma.04,14,1,2,ma-ma,210
ma-ma.04,15,1,2,ma-ma,112
ma-ma.04,16,1,2,ma-ma,352
ma-ma.04,17,1,2,ma-ma,327
ma-ma.04,18,1,2,ma-ma,283
ma-ma.04,19,1,2,ma-ma,317
ma-ma.04,20,1,2,ma-ma,327.6
ma-ma.04,21,1,2,ma-ma,430
ma-ma.04,22,1,2,ma-ma,322
ma-ma.04,23,1,2,ma-ma,302
ma-ma.04,24,1,2,ma-ma,750
ma-ma.04,25,1,2,ma-ma,201
ma-ma.04,26,1,2,ma-ma,387
ma-ma.04,27,1,2,ma-ma,508.5
ma-ma.04,28,1,2,ma-ma,332
ma-ma.04,29,1,2,ma-ma,831.4
ma-ma.04,30,1,2,ma-ma,220
ma-ma.04,31,1,2,ma-ma,0
ma-ma.04,32,1,2,ma-ma,591
ma-ma.04,33,1,2,ma-ma,200
ma-ma.04,34,1,2,ma-ma,244
ma-ma.04,35,1,2,ma-ma,431.1
ma-ma.04,36,1,2,ma-ma,68
ma-ma.04,37,1,2,ma-ma,831.2
ma-ma.05,1,1,2,ma-ma,201
ma-ma.05,2,1,2,ma-ma,205.3
ma-ma.05,3,1,2,ma-ma,54
ma-ma.05,4,1,2,ma-ma,210
ma-ma.05,5,1,2,ma-ma,211
ma-ma.05,6,1,2,ma-ma,264
ma-ma.05,7,1,2,ma-ma,264
ma-ma.05,8,1,2,ma-ma,357
ma-ma.05,9,1,2,ma-ma,190
ma-ma.05,10,1,2,ma-ma,806.9
ma-ma.05,11,1,2,ma-ma,283
ma-ma.05,12,1,2,ma-ma,132
ma-ma.05,13,1,2,ma-ma,146
ma-ma.05,14,1,2,ma-ma,479
ma-ma.05,15,1,2,ma-ma,83
ma-ma.05,16,1,2,ma-ma,1002.3
ma-ma.05,17,1,2,ma-ma,425
ma-ma.05,18,1,2,ma-ma,386
ma-ma.05,19,1,2,ma-ma,156
ma-ma.05,20,1,2,ma-ma,748
ma-ma.05,21,1,2,ma-ma,180
ma-ma.05,22,1,2,ma-ma,337
ma-ma.05,24,1,2,ma-ma,156
ma-ma.05,25,1,2,ma-ma,377
ma-ma.05,26,1,2,ma-ma,241
ma-ma.05,27,1,2,ma-ma,1075.8
ma-ma.05,28,1,2,ma-ma,73
ma-ma.05,29,1,2,ma-ma,797
ma-ma.05,30,1,2,ma-ma,180
ma-ma.05,31,1,2,ma-ma,806.8
ma-ma.05,32,1,2,ma-ma,542
ma-ma.05,33,1,2,ma-ma,215
ma-ma.05,34,1,2,ma-ma,313
ma-ma.05,35,1,2,ma-ma,249
ma-ma.05,36,1,2,ma-ma,631
ma-ma.05,37,1,2,ma-ma,357
ma-ma.06,1,1,2,ma-ma,50
ma-ma.06,2,1,2,ma-ma,180
ma-ma.06,3,1,2,ma-ma,0
ma-ma.06,4,1,2,ma-ma,239
ma-ma.06,5,1,2,ma-ma,215
ma-ma.06,6,1,2,ma-ma,205
ma-ma.06,7,1,2,ma-ma,264
ma-ma.06,8,1,2,ma-ma,352
ma-ma.06,9,1,2,ma-ma,440
ma-ma.06,10,1,2,ma-ma,635
ma-ma.06,11,1,2,ma-ma,185
ma-ma.06,13,1,2,ma-ma,1130
ma-ma.06,14,1,2,ma-ma,273
ma-ma.06,15,1,2,ma-ma,454.8
ma-ma.06,16,1,2,ma-ma,220
ma-ma.06,17,1,2,ma-ma,361.8
ma-ma.06,18,1,2,ma-ma,1031.6
ma-ma.06,19,1,2,ma-ma,68
ma-ma.06,21,1,2,ma-ma,174
ma-ma.06,22,1,2,ma-ma,755.1
ma-ma.06,23,1,2,ma-ma,427
ma-ma.06,24,1,2,ma-ma,417.8
ma-ma.06,25,1,2,ma-ma,297
ma-ma.06,26,1,2,ma-ma,1052.5
ma-ma.06,27,1,2,ma-ma,253
ma-ma.06,28,1,2,ma-ma,514.1
ma-ma.06,29,1,2,ma-ma,122
ma-ma.06,30,1,2,ma-ma,293.3
ma-ma.06,31,1,2,ma-ma,264
ma-ma.06,33,1,2,ma-ma,229
ma-ma.06,34,1,2,ma-ma,532.3
ma-ma.06,35,1,2,ma-ma,675.1
ma-ma.06,36,1,2,ma-ma,205
ma-ma.06,37,1,2,ma-ma,728.6
ma-ma.07,1,1,2,ma-ma,367
ma-ma.07,2,1,2,ma-ma,635
ma-ma.07,3,1,2,ma-ma,63
ma-ma.07,4,1,2,ma-ma,987
ma-ma.07,5,1,2,ma-ma,474
ma-ma.07,6,1,2,ma-ma,156
ma-ma.07,7,1,2,ma-ma,166
ma-ma.07,8,1,2,ma-ma,185
ma-ma.07,9,1,2,ma-ma,0
ma-ma.07,10,1,2,ma-ma,254
ma-ma.07,11,1,2,ma-ma,752.8
ma-ma.07,13,1,2,ma-ma,200
ma-ma.07,14,1,2,ma-ma,136
ma-ma.07,15,1,2,ma-ma,317
ma-ma.07,16,1,2,ma-ma,171
ma-ma.07,17,1,2,ma-ma,269
ma-ma.07,18,1,2,ma-ma,249
ma-ma.07,20,1,2,ma-ma,429
ma-ma.07,21,1,2,ma-ma,269
ma-ma.07,22,1,2,ma-ma,367
ma-ma.07,23,1,2,ma-ma,463
ma-ma.07,24,1,2,ma-ma,161
ma-ma.07,25,1,2,ma-ma,427.9
ma-ma.07,26,1,2,ma-ma,286
ma-ma.07,27,1,2,ma-ma,151
ma-ma.07,28,1,2,ma-ma,185
ma-ma.07,29,1,2,ma-ma,132
ma-ma.07,30,1,2,ma-ma,301.8
ma-ma.07,31,1,2,ma-ma,322
ma-ma.07,32,1,2,ma-ma,381
ma-ma.07,33,1,2,ma-ma,664.9
ma-ma.07,34,1,2,ma-ma,469
ma-ma.07,36,1,2,ma-ma,728.4
ma-ma.07,37,1,2,ma-ma,317
ma-ma.08,1,1,2,ma-ma,351
ma-ma.08,2,1,2,ma-ma,308
ma-ma.08,3,1,2,ma-ma,58
ma-ma.08,4,1,2,ma-ma,73
ma-ma.08,5,1,2,ma-ma,435
ma-ma.08,7,1,2,ma-ma,489
ma-ma.08,8,1,2,ma-ma,743.2
ma-ma.08,9,1,2,ma-ma,308
ma-ma.08,10,1,2,ma-ma,386
ma-ma.08,11,1,2,ma-ma,195
ma-ma.08,12,1,2,ma-ma,229
ma-ma.08,13,1,2,ma-ma,557.4
ma-ma.08,14,1,2,ma-ma,332
ma-ma.08,15,1,2,ma-ma,269
ma-ma.08,16,1,2,ma-ma,586
ma-ma.08,17,1,2,ma-ma,229.9
ma-ma.08,18,1,2,ma-ma,0
ma-ma.08,19,1,2,ma-ma,156
ma-ma.08,20,1,2,ma-ma,337
ma-ma.08,21,1,2,ma-ma,772
ma-ma.08,22,1,2,ma-ma,357
ma-ma.08,23,1,2,ma-ma,761
ma-ma.08,24,1,2,ma-ma,191
ma-ma.08,25,1,2,ma-ma,327
ma-ma.08,26,1,2,ma-ma,287
ma-ma.08,27,1,2,ma-ma,1124.7
ma-ma.08,28,1,2,ma-ma,312
ma-ma.08,29,1,2,ma-ma,185
ma-ma.08,31,1,2,ma-ma,655.2
ma-ma.08,33,1,2,ma-ma,1031
ma-ma.08,34,1,2,ma-ma,454
ma-ma.08,35,1,2,ma-ma,371
ma-ma.08,36,1,2,ma-ma,391.2
ma-ma.08,37,1,2,ma-ma,205
ma-ma.09,1,1,2,ma-ma,201
ma-ma.09,2,1,2,ma-ma,386
ma-ma.09,3,1,2,ma-ma,0
ma-ma.09,4,1,2,ma-ma,752
ma-ma.09,5,1,2,ma-ma,249
ma-ma.09,6,1,2,ma-ma,572
ma-ma.09,7,1,2,ma-ma,132
ma-ma.09,8,1,2,ma-ma,303
ma-ma.09,9,1,2,ma-ma,322
ma-ma.09,10,1,2,ma-ma,459.6
ma-ma.09,11,1,2,ma-ma,288
ma-ma.09,12,1,2,ma-ma,860
ma-ma.09,13,1,2,ma-ma,219
ma-ma.09,14,1,2,ma-ma,430
ma-ma.09,15,1,2,ma-ma,259
ma-ma.09,16,1,2,ma-ma,435
ma-ma.09,17,1,2,ma-ma,327
ma-ma.09,18,1,2,ma-ma,591.7
ma-ma.09,19,1,2,ma-ma,156
ma-ma.09,20,1,2,ma-ma,352
ma-ma.09,21,1,2,ma-ma,313
ma-ma.09,22,1,2,ma-ma,312
ma-ma.09,23,1,2,ma-ma,161
ma-ma.09,24,1,2,ma-ma,186
ma-ma.09,25,1,2,ma-ma,221
ma-ma.09,26,1,2,ma-ma,977
ma-ma.09,27,1,2,ma-ma,645.7
ma-ma.09,28,1,2,ma-ma,254
ma-ma.09,29,1,2,ma-ma,537.7
ma-ma.09,30,1,2,ma-ma,288
ma-ma.09,31,1,2,ma-ma,205
ma-ma.09,32,1,2,ma-ma,351
ma-ma.09,33,1,2,ma-ma,474.2
ma-ma.09,34,1,2,ma-ma,303
ma-ma.09,35,1,2,ma-ma,371
ma-ma.09,36,1,2,ma-ma,273
ma-ma.09,37,1,2,ma-ma,151
ma-ma.10,1,1,2,ma-ma,292
ma-ma.10,2,1,2,ma-ma,102
ma-ma.10,3,1,2,ma-ma,141
ma-ma.10,4,1,2,ma-ma,131
ma-ma.10,5,1,2,ma-ma,288
ma-ma.10,6,1,2,ma-ma,523
ma-ma.10,7,1,2,ma-ma,176
ma-ma.10,8,1,2,ma-ma,327
ma-ma.10,9,1,2,ma-ma,1105.5
ma-ma.10,10,1,2,ma-ma,215
ma-ma.10,11,1,2,ma-ma,249
ma-ma.10,12,1,2,ma-ma,552
ma-ma.10,13,1,2,ma-ma,264
ma-ma.10,14,1,2,ma-ma,234
ma-ma.10,15,1,2,ma-ma,156
ma-ma.10,16,1,2,ma-ma,180
ma-ma.10,17,1,2,ma-ma,313
ma-ma.10,18,1,2,ma-ma,293
ma-ma.10,19,1,2,ma-ma,181
ma-ma.10,20,1,2,ma-ma,366
ma-ma.10,21,1,2,ma-ma,675
ma-ma.10,22,1,2,ma-ma,256
ma-ma.10,23,1,2,ma-ma,161
ma-ma.10,24,1,2,ma-ma,286
ma-ma.10,25,1,2,ma-ma,151
ma-ma.10,26,1,2,ma-ma,332
ma-ma.10,28,1,2,ma-ma,1012.3
ma-ma.10,29,1,2,ma-ma,405.8
ma-ma.10,30,1,2,ma-ma,420
ma-ma.10,33,1,2,ma-ma,787
ma-ma.10,34,1,2,ma-ma,141
ma-ma.10,35,1,2,ma-ma,405.9
ma-ma.10,36,1,2,ma-ma,0
ma-ma.10,37,1,2,ma-ma,141
ma-ma.11,1,1,2,ma-ma,266
ma-ma.11,2,1,2,ma-ma,308
ma-ma.11,3,1,2,ma-ma,127
ma-ma.11,4,1,2,ma-ma,185
ma-ma.11,5,1,2,ma-ma,274
ma-ma.11,6,1,2,ma-ma,132
ma-ma.11,7,1,2,ma-ma,298
ma-ma.11,8,1,2,ma-ma,635
ma-ma.11,9,1,2,ma-ma,215
ma-ma.11,10,1,2,ma-ma,909.7
ma-ma.11,11,1,2,ma-ma,449
ma-ma.11,13,1,2,ma-ma,650
ma-ma.11,14,1,2,ma-ma,342.1
ma-ma.11,15,1,2,ma-ma,366
ma-ma.11,16,1,2,ma-ma,332
ma-ma.11,17,1,2,ma-ma,572
ma-ma.11,18,1,2,ma-ma,190
ma-ma.11,19,1,2,ma-ma,273
ma-ma.11,20,1,2,ma-ma,1066
ma-ma.11,21,1,2,ma-ma,342
ma-ma.11,22,1,2,ma-ma,307
ma-ma.11,23,1,2,ma-ma,362
ma-ma.11,24,1,2,ma-ma,146
ma-ma.11,25,1,2,ma-ma,140
ma-ma.11,26,1,2,ma-ma,206
ma-ma.11,27,1,2,ma-ma,127
ma-ma.11,28,1,2,ma-ma,141
ma-ma.11,29,1,2,ma-ma,449.9
ma-ma.11,30,1,2,ma-ma,582.1
ma-ma.11,31,1,2,ma-ma,454
ma-ma.11,33,1,2,ma-ma,597.1
ma-ma.11,34,1,2,ma-ma,234
ma-ma.11,35,1,2,ma-ma,0
ma-ma.11,36,1,2,ma-ma,122
ma-ma.11,37,1,2,ma-ma,322
ma-ma.12,1,1,2,ma-ma,332
ma-ma.12,2,1,2,ma-ma,259
ma-ma.12,3,1,2,ma-ma,58
ma-ma.12,4,1,2,ma-ma,298
ma-ma.12,5,1,2,ma-ma,313
ma-ma.12,6,1,2,ma-ma,234
ma-ma.12,7,1,2,ma-ma,293
ma-ma.12,8,1,2,ma-ma,132
ma-ma.12,9,1,2,ma-ma,140
ma-ma.12,10,1,2,ma-ma,973.2
ma-ma.12,11,1,2,ma-ma,259
ma-ma.12,12,1,2,ma-ma,430.4
ma-ma.12,13,1,2,ma-ma,127
ma-ma.12,15,1,2,ma-ma,748.3
ma-ma.12,16,1,2,ma-ma,175
ma-ma.12,17,1,2,ma-ma,0
ma-ma.12,18,1,2,ma-ma,229
ma-ma.12,19,1,2,ma-ma,225
ma-ma.12,20,1,2,ma-ma,875
ma-ma.12,21,1,2,ma-ma,205
ma-ma.12,22,1,2,ma-ma,166
ma-ma.12,23,1,2,ma-ma,583
ma-ma.12,24,1,2,ma-ma,191
ma-ma.12,25,1,2,ma-ma,493
ma-ma.12,26,1,2,ma-ma,135
ma-ma.12,27,1,2,ma-ma,406
ma-ma.12,28,1,2,ma-ma,53
ma-ma.12,29,1,2,ma-ma,430.4
ma-ma.12,30,1,2,ma-ma,83
ma-ma.12,31,1,2,ma-ma,356
ma-ma.12,32,1,2,ma-ma,318
ma-ma.12,34,1,2,ma-ma,117
ma-ma.12,35,1,2,ma-ma,914.1
ma-ma.12,36,1,2,ma-ma,176
ma-ma.12,37,1,2,ma-ma,518
ma-nma.01,1,2,1,ma-nma,236
ma-nma.01,2,2,1,ma-nma,366
ma-nma.01,3,2,1,ma-nma,68
ma-nma.01,4,2,1,ma-nma,249
ma-nma.01,5,2,1,ma-nma,215
ma-nma.01,6,2,1,ma-nma,83
ma-nma.01,7,2,1,ma-nma,160
ma-nma.01,8,2,1,ma-nma,156
ma-nma.01,9,2,1,ma-nma,366
ma-nma.01,10,2,1,ma-nma,68
ma-nma.01,11,2,1,ma-nma,449
ma-nma.01,12,2,1,ma-nma,523
ma-nma.01,13,2,1,ma-nma,201
ma-nma.01,14,2,1,ma-nma,264
ma-nma.01,15,2,1,ma-nma,733.5
ma-nma.01,16,2,1,ma-nma,278
ma-nma.01,17,2,1,ma-nma,156
ma-nma.01,18,2,1,ma-nma,234
ma-nma.01,19,2,1,ma-nma,171
ma-nma.01,20,2,1,ma-nma,141
ma-nma.01,21,2,1,ma-nma,269
ma-nma.01,22,2,1,ma-nma,392
ma-nma.01,24,2,1,ma-nma,120
ma-nma.01,25,2,1,ma-nma,810.5
ma-nma.01,26,2,1,ma-nma,181
ma-nma.01,27,2,1,ma-nma,542.9
ma-nma.01,28,2,1,ma-nma,288
ma-nma.01,29,2,1,ma-nma,249
ma-nma.01,30,2,1,ma-nma,112
ma-nma.01,31,2,1,ma-nma,112
ma-nma.01,32,2,1,ma-nma,1046
ma-nma.01,33,2,1,ma-nma,288
ma-nma.01,34,2,1,ma-nma,122
ma-nma.01,36,2,1,ma-nma,322
ma-nma.01,37,2,1,ma-nma,127
ma-nma.02,1,2,1,ma-nma,186
ma-nma.02,2,2,1,ma-nma,200
ma-nma.02,3,2,1,ma-nma,156
ma-nma.02,4,2,1,ma-nma,903.7
ma-nma.02,5,2,1,ma-nma,141
ma-nma.02,6,2,1,ma-nma,557
ma-nma.02,7,2,1,ma-nma,386
ma-nma.02,8,2,1,ma-nma,278
ma-nma.02,9,2,1,ma-nma,195
ma-nma.02,10,2,1,ma-nma,151
ma-nma.02,11,2,1,ma-nma,728.7
ma-nma.02,12,2,1,ma-nma,357
ma-nma.02,13,2,1,ma-nma,220
ma-nma.02,14,2,1,ma-nma,264
ma-nma.02,15,2,1,ma-nma,229
ma-nma.02,16,2,1,ma-nma,386
ma-nma.02,17,2,1,ma-nma,420
ma-nma.02,18,2,1,ma-nma,156
ma-nma.02,19,2,1,ma-nma,405.4
ma-nma.02,20,2,1,ma-nma,377
ma-nma.02,21,2,1,ma-nma,884
ma-nma.02,22,2,1,ma-nma,145
ma-nma.02,23,2,1,ma-nma,463
ma-nma.02,24,2,1,ma-nma,115
ma-nma.02,25,2,1,ma-nma,287
ma-nma.02,27,2,1,ma-nma,475
ma-nma.02,28,2,1,ma-nma,294
ma-nma.02,29,2,1,ma-nma,1169
ma-nma.02,30,2,1,ma-nma,92
ma-nma.02,31,2,1,ma-nma,220
ma-nma.02,33,2,1,ma-nma,264
ma-nma.02,34,2,1,ma-nma,347
ma-nma.02,35,2,1,ma-nma,0
ma-nma.02,36,2,1,ma-nma,210
ma-nma.03,2,2,1,ma-nma,293
ma-nma.03,3,2,1,ma-nma,214
ma-nma.03,4,2,1,ma-nma,343.1
ma-nma.03,5,2,1,ma-nma,165
ma-nma.03,6,2,1,ma-nma,141
ma-nma.03,7,2,1,ma-nma,489
ma-nma.03,8,2,1,ma-nma,244
ma-nma.03,9,2,1,ma-nma,161
ma-nma.03,10,2,1,ma-nma,245
ma-nma.03,11,2,1,ma-nma,1060.9
ma-nma.03,12,2,1,ma-nma,533
ma-nma.03,13,2,1,ma-nma,136
ma-nma.03,14,2,1,ma-nma,371
ma-nma.03,15,2,1,ma-nma,269
ma-nma.03,16,2,1,ma-nma,351
ma-nma.03,17,2,1,ma-nma,333
ma-nma.03,18,2,1,ma-nma,195
ma-nma.03,19,2,1,ma-nma,508.4
ma-nma.03,20,2,1,ma-nma,215
ma-nma.03,21,2,1,ma-nma,205
ma-nma.03,22,2,1,ma-nma,90
ma-nma.03,23,2,1,ma-nma,478
ma-nma.03,24,2,1,ma-nma,130
ma-nma.03,25,2,1,ma-nma,458
ma-nma.03,27,2,1,ma-nma,449.8
ma-nma.03,28,2,1,ma-nma,401
ma-nma.03,29,2,1,ma-nma,112
ma-nma.03,30,2,1,ma-nma,195
ma-nma.03,31,2,1,ma-nma,293
ma-nma.03,32,2,1,ma-nma,855.8
ma-nma.03,33,2,1,ma-nma,308
ma-nma.03,34,2,1,ma-nma,175
ma-nma.03,35,2,1,ma-nma,122
ma-nma.03,36,2,1,ma-nma,161
ma-nma.03,37,2,1,ma-nma,190
ma-nma.04,1,2,1,ma-nma,221.3
ma-nma.04,2,2,1,ma-nma,220
ma-nma.04,3,2,1,ma-nma,0
ma-nma.04,4,2,1,ma-nma,675.2
ma-nma.04,5,2,1,ma-nma,141
ma-nma.04,6,2,1,ma-nma,391
ma-nma.04,7,2,1,ma-nma,391
ma-nma.04,8,2,1,ma-nma,136
ma-nma.04,9,2,1,ma-nma,195
ma-nma.04,10,2,1,ma-nma,151
ma-nma.04,11,2,1,ma-nma,538
ma-nma.04,12,2,1,ma-nma,225
ma-nma.04,13,2,1,ma-nma,674
ma-nma.04,14,2,1,ma-nma,239
ma-nma.04,15,2,1,ma-nma,146
ma-nma.04,16,2,1,ma-nma,405
ma-nma.04,17,2,1,ma-nma,78
ma-nma.04,18,2,1,ma-nma,273
ma-nma.04,19,2,1,ma-nma,122
ma-nma.04,20,2,1,ma-nma,405
ma-nma.04,21,2,1,ma-nma,493
ma-nma.04,22,2,1,ma-nma,523
ma-nma.04,23,2,1,ma-nma,598.9
ma-nma.04,24,2,1,ma-nma,176
ma-nma.04,25,2,1,ma-nma,956.5
ma-nma.04,26,2,1,ma-nma,387
ma-nma.04,27,2,1,ma-nma,136
ma-nma.04,28,2,1,ma-nma,117
ma-nma.04,29,2,1,ma-nma,229.8
ma-nma.04,31,2,1,ma-nma,567
ma-nma.04,32,2,1,ma-nma,283
ma-nma.04,33,2,1,ma-nma,298
ma-nma.04,34,2,1,ma-nma,156
ma-nma.04,35,2,1,ma-nma,1041
ma-nma.04,36,2,1,ma-nma,171
ma-nma.04,37,2,1,ma-nma,137
ma-nma.05,1,2,1,ma-nma,211.5
ma-nma.05,2,2,1,ma-nma,195
ma-nma.05,3,2,1,ma-nma,0
ma-nma.05,4,2,1,ma-nma,107
ma-nma.05,5,2,1,ma-nma,445
ma-nma.05,6,2,1,ma-nma,293
ma-nma.05,7,2,1,ma-nma,176
ma-nma.05,8,2,1,ma-nma,537
ma-nma.05,9,2,1,ma-nma,176
ma-nma.05,10,2,1,ma-nma,577
ma-nma.05,11,2,1,ma-nma,146
ma-nma.05,12,2,1,ma-nma,156
ma-nma.05,13,2,1,ma-nma,146
ma-nma.05,14,2,1,ma-nma,68
ma-nma.05,15,2,1,ma-nma,151
ma-nma.05,16,2,1,ma-nma,132
ma-nma.05,17,2,1,ma-nma,229
ma-nma.05,18,2,1,ma-nma,278
ma-nma.05,19,2,1,ma-nma,479
ma-nma.05,20,2,1,ma-nma,206
ma-nma.05,21,2,1,ma-nma,528
ma-nma.05,22,2,1,ma-nma,241
ma-nma.05,23,2,1,ma-nma,226
ma-nma.05,24,2,1,ma-nma,155
ma-nma.05,25,2,1,ma-nma,181
ma-nma.05,26,2,1,ma-nma,206
ma-nma.05,27,2,1,ma-nma,567.3
ma-nma.05,28,2,1,ma-nma,166
ma-nma.05,29,2,1,ma-nma,127
ma-nma.05,30,2,1,ma-nma,78
ma-nma.05,31,2,1,ma-nma,606.2
ma-nma.05,32,2,1,ma-nma,567.2
ma-nma.05,33,2,1,ma-nma,503.6
ma-nma.05,34,2,1,ma-nma,308
ma-nma.05,35,2,1,ma-nma,151
ma-nma.05,36,2,1,ma-nma,190
ma-nma.05,37,2,1,ma-nma,268
ma-nma.06,1,2,1,ma-nma,332.1
