Stimulus,Participant,condition,parallel,semantic,RT
ma-ma.01.rtf,P01,ma-ma,2,1,996.9
ma-ma.01.rtf,P02,ma-ma,2,1,0
ma-ma.01.rtf,P35,ma-ma,2,1,0
ma-ma.01.rtf,P03,ma-ma,2,1,170.9
ma-ma.01.rtf,P04,ma-ma,2,1,503.6
ma-ma.01.rtf,P05,ma-ma,2,1,136.9
ma-ma.01.rtf,P06,ma-ma,2,1,718.6
ma-ma.01.rtf,P07,ma-ma,2,1,249.5
ma-ma.01.rtf,P08,ma-ma,2,1,229.7
ma-ma.01.rtf,P09,ma-ma,2,1,97.6
ma-ma.01.rtf,P19,ma-ma,2,1,151.6
ma-ma.01.rtf,P21,ma-ma,2,1,689.6
ma-ma.01.rtf,P23,ma-ma,2,1,558.7
ma-ma.01.rtf,P25,ma-ma,2,1,443
ma-ma.01.rtf,P27,ma-ma,2,1,518.3
ma-ma.01.rtf,P29,ma-ma,2,1,176.3
ma-ma.01.rtf,P31,ma-ma,2,1,308.7
ma-ma.01.rtf,P33,ma-ma,2,1,313.1
ma-ma.01.rtf,P37,ma-ma,2,1,410.7
ma-ma.01.rtf,P10,ma-ma,2,1,205.3
ma-ma.01.rtf,P12,ma-ma,2,1,0
ma-ma.01.rtf,P11,ma-ma,2,1,547.7
ma-ma.01.rtf,P13,ma-ma,2,1,151.7
ma-ma.01.rtf,P14,ma-ma,2,1,870.3
ma-ma.01.rtf,P15,ma-ma,2,1,518.4
ma-ma.01.rtf,P16,ma-ma,2,1,224.9
ma-ma.01.rtf,P22,ma-ma,2,1,0
ma-ma.01.rtf,P17,ma-ma,2,1,327.7
ma-ma.01.rtf,P18,ma-ma,2,1,322.8
ma-ma.01.rtf,P20,ma-ma,2,1,195.6
ma-ma.01.rtf,P24,ma-ma,2,1,382.9
ma-ma.01.rtf,P26,ma-ma,2,1,578.2
ma-ma.01.rtf,P28,ma-ma,2,1,498.6
ma-ma.01.rtf,P32,ma-ma,2,1,792.2
ma-ma.02.rtf,P01,ma-ma,2,1,860.9
ma-ma.02.rtf,P03,ma-ma,2,1,273.9
ma-ma.02.rtf,P04,ma-ma,2,1,568.2
ma-ma.02.rtf,P05,ma-ma,2,1,352.2
ma-ma.01.rtf,P30,ma-ma,2,1,0
ma-ma.01.rtf,P34,ma-ma,2,1,0
ma-ma.02.rtf,P07,ma-ma,2,1,513.5
ma-ma.02.rtf,P08,ma-ma,2,1,1124.8
ma-ma.02.rtf,P09,ma-ma,2,1,684.5
ma-ma.02.rtf,P19,ma-ma,2,1,327.8
ma-ma.02.rtf,P21,ma-ma,2,1,572.1
ma-ma.02.rtf,P23,ma-ma,2,1,886.2
ma-ma.02.rtf,P25,ma-ma,2,1,951.4
ma-ma.02.rtf,P27,ma-ma,2,1,611.5
ma-ma.02.rtf,P29,ma-ma,2,1,625.9
ma-ma.02.rtf,P31,ma-ma,2,1,464.7
ma-ma.02.rtf,P33,ma-ma,2,1,523.1
ma-ma.02.rtf,P37,ma-ma,2,1,361.9
ma-ma.02.rtf,P10,ma-ma,2,1,342.4
ma-ma.02.rtf,P11,ma-ma,2,1,733.6
ma-ma.02.rtf,P12,ma-ma,2,1,929.3
ma-ma.02.rtf,P13,ma-ma,2,1,547.7
ma-ma.02.rtf,P15,ma-ma,2,1,601.5
ma-ma.01.rtf,P36,ma-ma,2,1,67.6
ma-ma.02.rtf,P35,ma-ma,2,1,0
ma-ma.02.rtf,P16,ma-ma,2,1,474.4
ma-ma.02.rtf,P17,ma-ma,2,1,166.2
ma-ma.02.rtf,P18,ma-ma,2,1,435.3
ma-ma.02.rtf,P20,ma-ma,2,1,469.6
ma-ma.02.rtf,P22,ma-ma,2,1,669.8
ma-ma.02.rtf,P24,ma-ma,2,1,669.5
ma-ma.02.rtf,P26,ma-ma,2,1,422.9
ma-ma.02.rtf,P28,ma-ma,2,1,268.9
ma-ma.03.rtf,P03,ma-ma,2,1,0
ma-ma.02.rtf,P30,ma-ma,2,1,366.7
ma-ma.02.rtf,P32,ma-ma,2,1,322.7
ma-ma.02.rtf,P34,ma-ma,2,1,391.2
ma-ma.02.rtf,P36,ma-ma,2,1,259.2
ma-ma.03.rtf,P01,ma-ma,2,1,357.7
ma-ma.03.rtf,P02,ma-ma,2,1,391.2
ma-ma.03.rtf,P04,ma-ma,2,1,185.7
ma-ma.03.rtf,P05,ma-ma,2,1,288.5
ma-ma.03.rtf,P08,ma-ma,2,1,949
ma-ma.03.rtf,P06,ma-ma,2,1,0
ma-ma.03.rtf,P09,ma-ma,2,1,200.5
ma-ma.03.rtf,P19,ma-ma,2,1,611.3
ma-ma.03.rtf,P21,ma-ma,2,1,644.4
ma-ma.03.rtf,P25,ma-ma,2,1,896
ma-ma.03.rtf,P27,ma-ma,2,1,200.7
ma-ma.03.rtf,P29,ma-ma,2,1,641.8
ma-ma.03.rtf,P31,ma-ma,2,1,244.5
ma-ma.03.rtf,P33,ma-ma,2,1,498.9
ma-ma.03.rtf,P07,ma-ma,2,1,0
ma-ma.03.rtf,P35,ma-ma,2,1,210.7
ma-ma.03.rtf,P10,ma-ma,2,1,264.1
ma-ma.03.rtf,P11,ma-ma,2,1,904.8
ma-ma.03.rtf,P12,ma-ma,2,1,322.7
ma-ma.03.rtf,P13,ma-ma,2,1,117.3
ma-ma.03.rtf,P14,ma-ma,2,1,660.2
ma-ma.03.rtf,P15,ma-ma,2,1,229.8
ma-ma.03.rtf,P16,ma-ma,2,1,875.3
ma-ma.03.rtf,P23,ma-ma,2,1,50.3
ma-ma.03.rtf,P17,ma-ma,2,1,322.5
ma-ma.03.rtf,P18,ma-ma,2,1,518.4
ma-ma.03.rtf,P20,ma-ma,2,1,454.8
ma-ma.03.rtf,P22,ma-ma,2,1,276.9
ma-ma.03.rtf,P24,ma-ma,2,1,563.7
ma-ma.03.rtf,P26,ma-ma,2,1,634.4
ma-ma.03.rtf,P30,ma-ma,2,1,596.5
ma-ma.03.rtf,P32,ma-ma,2,1,572.1
ma-ma.03.rtf,P34,ma-ma,2,1,229.8
ma-ma.03.rtf,P36,ma-ma,2,1,200.5
ma-ma.04.rtf,P01,ma-ma,2,1,553.7
ma-ma.04.rtf,P04,ma-ma,2,1,122.2
ma-ma.04.rtf,P05,ma-ma,2,1,117.9
ma-ma.04.rtf,P06,ma-ma,2,1,694.2
ma-ma.04.rtf,P07,ma-ma,2,1,401
ma-ma.04.rtf,P08,ma-ma,2,1,743.6
ma-ma.03.rtf,P37,ma-ma,2,1,0
ma-ma.04.rtf,P09,ma-ma,2,1,141.9
ma-ma.04.rtf,P19,ma-ma,2,1,528.2
ma-ma.04.rtf,P21,ma-ma,2,1,767.1
ma-ma.04.rtf,P23,ma-ma,2,1,171.2
ma-ma.04.rtf,P25,ma-ma,2,1,317.1
ma-ma.04.rtf,P27,ma-ma,2,1,386.3
ma-ma.04.rtf,P29,ma-ma,2,1,264.2
ma-ma.04.rtf,P31,ma-ma,2,1,200.4
ma-ma.04.rtf,P33,ma-ma,2,1,298.3
ma-ma.03.rtf,P28,ma-ma,2,1,0
ma-ma.04.rtf,P35,ma-ma,2,1,210.3
ma-ma.04.rtf,P37,ma-ma,2,1,210.2
ma-ma.04.rtf,P10,ma-ma,2,1,171.3
ma-ma.04.rtf,P11,ma-ma,2,1,160.4
ma-ma.04.rtf,P12,ma-ma,2,1,298.4
ma-ma.04.rtf,P14,ma-ma,2,1,1183.4
ma-ma.04.rtf,P15,ma-ma,2,1,718.7
ma-ma.04.rtf,P16,ma-ma,2,1,146.7
ma-ma.04.rtf,P18,ma-ma,2,1,313
ma-ma.04.rtf,P02,ma-ma,2,1,0
ma-ma.04.rtf,P20,ma-ma,2,1,283.6
ma-ma.04.rtf,P22,ma-ma,2,1,438
ma-ma.04.rtf,P24,ma-ma,2,1,251.7
ma-ma.04.rtf,P26,ma-ma,2,1,563.6
ma-ma.04.rtf,P28,ma-ma,2,1,225
ma-ma.04.rtf,P30,ma-ma,2,1,117.4
ma-ma.04.rtf,P32,ma-ma,2,1,581.8
ma-ma.04.rtf,P34,ma-ma,2,1,92.9
ma-ma.05.rtf,P01,ma-ma,2,1,271.8
ma-ma.05.rtf,P02,ma-ma,2,1,401
ma-ma.05.rtf,P04,ma-ma,2,1,293.6
ma-ma.05.rtf,P05,ma-ma,2,1,430.3
ma-ma.04.rtf,P03,ma-ma,2,1,0
ma-ma.05.rtf,P06,ma-ma,2,1,283.6
ma-ma.05.rtf,P07,ma-ma,2,1,987.7
ma-ma.05.rtf,P08,ma-ma,2,1,293.4
ma-ma.05.rtf,P19,ma-ma,2,1,313
ma-ma.05.rtf,P21,ma-ma,2,1,381.5
ma-ma.05.rtf,P23,ma-ma,2,1,135.9
ma-ma.05.rtf,P25,ma-ma,2,1,1001.6
ma-ma.05.rtf,P27,ma-ma,2,1,166.3
ma-ma.05.rtf,P29,ma-ma,2,1,655.1
ma-ma.05.rtf,P31,ma-ma,2,1,440.1
ma-ma.05.rtf,P33,ma-ma,2,1,489.1
ma-ma.05.rtf,P35,ma-ma,2,1,425.3
ma-ma.05.rtf,P37,ma-ma,2,1,435.2
ma-ma.05.rtf,P10,ma-ma,2,1,190.7
ma-ma.05.rtf,P11,ma-ma,2,1,542.9
ma-ma.05.rtf,P12,ma-ma,2,1,288.6
ma-ma.05.rtf,P14,ma-ma,2,1,582
ma-ma.05.rtf,P15,ma-ma,2,1,738.5
ma-ma.05.rtf,P16,ma-ma,2,1,361.6
ma-ma.05.rtf,P17,ma-ma,2,1,234.4
ma-ma.05.rtf,P18,ma-ma,2,1,659.2
ma-ma.05.rtf,P20,ma-ma,2,1,424.6
ma-ma.05.rtf,P22,ma-ma,2,1,312.1
ma-ma.04.rtf,P13,ma-ma,2,1,68.5
ma-ma.04.rtf,P17,ma-ma,2,1,58.7
ma-ma.05.rtf,P24,ma-ma,2,1,407.8
ma-ma.05.rtf,P26,ma-ma,2,1,287.1
ma-ma.05.rtf,P28,ma-ma,2,1,288.5
ma-ma.05.rtf,P32,ma-ma,2,1,630.9
ma-ma.05.rtf,P34,ma-ma,2,1,674.8
ma-ma.05.rtf,P36,ma-ma,2,1,405.8
ma-ma.06.rtf,P01,ma-ma,2,1,543.8
ma-ma.06.rtf,P04,ma-ma,2,1,200.2
ma-ma.06.rtf,P05,ma-ma,2,1,811.7
ma-ma.06.rtf,P06,ma-ma,2,1,327.6
ma-ma.04.rtf,P36,ma-ma,2,1,0
ma-ma.06.rtf,P07,ma-ma,2,1,176
ma-ma.05.rtf,P03,ma-ma,2,1,0
ma-ma.06.rtf,P08,ma-ma,2,1,308.1
ma-ma.06.rtf,P09,ma-ma,2,1,97.8
ma-ma.06.rtf,P19,ma-ma,2,1,655.5
ma-ma.06.rtf,P21,ma-ma,2,1,415.7
ma-ma.06.rtf,P25,ma-ma,2,1,1183.1
ma-ma.05.rtf,P09,ma-ma,2,1,0
ma-ma.06.rtf,P27,ma-ma,2,1,855.9
ma-ma.06.rtf,P29,ma-ma,2,1,488.9
ma-ma.06.rtf,P31,ma-ma,2,1,542.9
ma-ma.06.rtf,P33,ma-ma,2,1,332.4
ma-ma.06.rtf,P35,ma-ma,2,1,200.5
ma-ma.06.rtf,P37,ma-ma,2,1,268.9
ma-ma.06.rtf,P11,ma-ma,2,1,244.4
ma-ma.06.rtf,P12,ma-ma,2,1,342.2
ma-ma.06.rtf,P13,ma-ma,2,1,83.1
ma-ma.06.rtf,P15,ma-ma,2,1,244.5
ma-ma.06.rtf,P17,ma-ma,2,1,141.7
ma-ma.06.rtf,P18,ma-ma,2,1,259.1
ma-ma.06.rtf,P20,ma-ma,2,1,361.9
ma-ma.06.rtf,P22,ma-ma,2,1,95.6
ma-ma.06.rtf,P24,ma-ma,2,1,176.2
ma-ma.06.rtf,P26,ma-ma,2,1,251.7
ma-ma.06.rtf,P28,ma-ma,2,1,445.7
ma-ma.06.rtf,P30,ma-ma,2,1,254.3
ma-ma.05.rtf,P13,ma-ma,2,1,0
ma-ma.06.rtf,P32,ma-ma,2,1,893.3
ma-ma.06.rtf,P34,ma-ma,2,1,136.8
ma-ma.05.rtf,P30,ma-ma,2,1,0
ma-ma.06.rtf,P02,ma-ma,2,1,0
ma-ma.06.rtf,P36,ma-ma,2,1,151
ma-ma.07.rtf,P01,ma-ma,2,1,276.8
ma-ma.07.rtf,P03,ma-ma,2,1,337.4
ma-ma.07.rtf,P06,ma-ma,2,1,405.8
ma-ma.06.rtf,P03,ma-ma,2,1,0
ma-ma.07.rtf,P07,ma-ma,2,1,200.5
ma-ma.07.rtf,P08,ma-ma,2,1,259.2
ma-ma.07.rtf,P09,ma-ma,2,1,92.9
ma-ma.07.rtf,P19,ma-ma,2,1,484.2
ma-ma.07.rtf,P21,ma-ma,2,1,498.8
ma-ma.07.rtf,P23,ma-ma,2,1,382.7
ma-ma.06.rtf,P23,ma-ma,2,1,0
ma-ma.07.rtf,P25,ma-ma,2,1,261.8
ma-ma.07.rtf,P27,ma-ma,2,1,332.5
ma-ma.06.rtf,P10,ma-ma,2,1,0
ma-ma.07.rtf,P29,ma-ma,2,1,224.9
ma-ma.07.rtf,P31,ma-ma,2,1,273.5
ma-ma.07.rtf,P35,ma-ma,2,1,347.2
ma-ma.07.rtf,P37,ma-ma,2,1,337.4
ma-ma.07.rtf,P10,ma-ma,2,1,215.2
ma-ma.07.rtf,P11,ma-ma,2,1,591.7
ma-ma.07.rtf,P12,ma-ma,2,1,166.3
ma-ma.07.rtf,P13,ma-ma,2,1,161.3
ma-ma.07.rtf,P14,ma-ma,2,1,1188.5
ma-ma.07.rtf,P15,ma-ma,2,1,606.6
ma-ma.06.rtf,P16,ma-ma,2,1,0
ma-ma.07.rtf,P16,ma-ma,2,1,542.4
ma-ma.07.rtf,P17,ma-ma,2,1,132.1
ma-ma.07.rtf,P18,ma-ma,2,1,694.3
ma-ma.07.rtf,P20,ma-ma,2,1,303.2
ma-ma.07.rtf,P02,ma-ma,2,1,0
ma-ma.07.rtf,P24,ma-ma,2,1,961
ma-ma.07.rtf,P26,ma-ma,2,1,775
ma-ma.07.rtf,P28,ma-ma,2,1,493.9
ma-ma.07.rtf,P30,ma-ma,2,1,273.8
ma-ma.07.rtf,P32,ma-ma,2,1,694.5
ma-ma.07.rtf,P34,ma-ma,2,1,342.4
ma-ma.07.rtf,P36,ma-ma,2,1,577
ma-ma.08.rtf,P01,ma-ma,2,1,860.8
ma-ma.08.rtf,P02,ma-ma,2,1,132
ma-ma.08.rtf,P04,ma-ma,2,1,607.1
ma-ma.08.rtf,P05,ma-ma,2,1,229.8
ma-ma.08.rtf,P06,ma-ma,2,1,831.3
ma-ma.08.rtf,P07,ma-ma,2,1,470.7
ma-ma.08.rtf,P08,ma-ma,2,1,435.4
ma-ma.08.rtf,P09,ma-ma,2,1,244.3
ma-ma.07.rtf,P04,ma-ma,2,1,0
ma-ma.08.rtf,P19,ma-ma,2,1,410.8
ma-ma.08.rtf,P21,ma-ma,2,1,919.5
ma-ma.07.rtf,P05,ma-ma,2,1,0
ma-ma.08.rtf,P27,ma-ma,2,1,249.4
ma-ma.08.rtf,P29,ma-ma,2,1,269
ma-ma.08.rtf,P31,ma-ma,2,1,200.4
ma-ma.08.rtf,P33,ma-ma,2,1,572.2
ma-ma.08.rtf,P37,ma-ma,2,1,699.3
ma-ma.08.rtf,P10,ma-ma,2,1,645.3
ma-ma.08.rtf,P11,ma-ma,2,1,821.4
ma-ma.08.rtf,P12,ma-ma,2,1,313
ma-ma.08.rtf,P13,ma-ma,2,1,127.2
ma-ma.07.rtf,P33,ma-ma,2,1,0
ma-ma.08.rtf,P14,ma-ma,2,1,728.7
ma-ma.08.rtf,P15,ma-ma,2,1,484.1
ma-ma.08.rtf,P17,ma-ma,2,1,743.3
ma-ma.08.rtf,P20,ma-ma,2,1,630.7
ma-ma.08.rtf,P22,ma-ma,2,1,724.9
ma-ma.08.rtf,P24,ma-ma,2,1,739.9
ma-ma.08.rtf,P26,ma-ma,2,1,372.6
ma-ma.08.rtf,P28,ma-ma,2,1,968.3
ma-ma.08.rtf,P03,ma-ma,2,1,0
ma-ma.08.rtf,P30,ma-ma,2,1,107.6
ma-ma.08.rtf,P32,ma-ma,2,1,386.3
ma-ma.08.rtf,P23,ma-ma,2,1,0
ma-ma.08.rtf,P34,ma-ma,2,1,166.2
ma-ma.08.rtf,P36,ma-ma,2,1,161.4
ma-ma.09.rtf,P01,ma-ma,2,1,211.4
ma-ma.09.rtf,P02,ma-ma,2,1,185.8
ma-ma.09.rtf,P04,ma-ma,2,1,136.9
ma-ma.09.rtf,P05,ma-ma,2,1,161.4
ma-ma.09.rtf,P06,ma-ma,2,1,734
ma-ma.09.rtf,P07,ma-ma,2,1,405.9
ma-ma.09.rtf,P08,ma-ma,2,1,415.6
ma-ma.08.rtf,P35,ma-ma,2,1,0
ma-ma.09.rtf,P09,ma-ma,2,1,190.7
ma-ma.08.rtf,P18,ma-ma,2,1,63.6
ma-ma.09.rtf,P19,ma-ma,2,1,587.1
ma-ma.09.rtf,P21,ma-ma,2,1,107.5
ma-ma.09.rtf,P25,ma-ma,2,1,523.6
ma-ma.09.rtf,P03,ma-ma,2,1,0
ma-ma.09.rtf,P23,ma-ma,2,1,0
ma-ma.09.rtf,P27,ma-ma,2,1,298.4
ma-ma.09.rtf,P29,ma-ma,2,1,832.6
ma-ma.09.rtf,P31,ma-ma,2,1,465.1
ma-ma.09.rtf,P33,ma-ma,2,1,215.2
ma-ma.09.rtf,P35,ma-ma,2,1,195.4
ma-ma.09.rtf,P37,ma-ma,2,1,606.4
ma-ma.09.rtf,P10,ma-ma,2,1,200.5
ma-ma.09.rtf,P11,ma-ma,2,1,625.8
ma-ma.09.rtf,P13,ma-ma,2,1,410.8
ma-ma.09.rtf,P14,ma-ma,2,1,595.6
ma-ma.09.rtf,P15,ma-ma,2,1,498.8
ma-ma.09.rtf,P12,ma-ma,2,1,0
ma-ma.09.rtf,P16,ma-ma,2,1,410.8
ma-ma.09.rtf,P17,ma-ma,2,1,195.6
ma-ma.09.rtf,P18,ma-ma,2,1,264.1
ma-ma.09.rtf,P20,ma-ma,2,1,440.1
ma-ma.09.rtf,P22,ma-ma,2,1,276.8
ma-ma.09.rtf,P24,ma-ma,2,1,246.7
ma-ma.09.rtf,P26,ma-ma,2,1,291.9
ma-ma.09.rtf,P28,ma-ma,2,1,289
ma-ma.09.rtf,P30,ma-ma,2,1,523.3
ma-ma.09.rtf,P32,ma-ma,2,1,332.4
ma-ma.09.rtf,P34,ma-ma,2,1,161.4
ma-ma.09.rtf,P36,ma-ma,2,1,146.8
ma-ma.10.rtf,P01,ma-ma,2,1,528.7
ma-ma.10.rtf,P02,ma-ma,2,1,239.7
ma-ma.10.rtf,P05,ma-ma,2,1,78.2
ma-ma.10.rtf,P03,ma-ma,2,1,195.6
ma-ma.10.rtf,P04,ma-ma,2,1,313
ma-ma.10.rtf,P06,ma-ma,2,1,689.5
ma-ma.10.rtf,P08,ma-ma,2,1,874.8
ma-ma.10.rtf,P09,ma-ma,2,1,97.8
ma-ma.10.rtf,P19,ma-ma,2,1,860.5
ma-ma.10.rtf,P21,ma-ma,2,1,151.4
ma-ma.10.rtf,P25,ma-ma,2,1,654.4
ma-ma.10.rtf,P27,ma-ma,2,1,107.6
ma-ma.10.rtf,P29,ma-ma,2,1,792.1
ma-ma.10.rtf,P31,ma-ma,2,1,303.4
ma-ma.10.rtf,P23,ma-ma,2,1,0
ma-ma.10.rtf,P33,ma-ma,2,1,435.2
ma-ma.10.rtf,P35,ma-ma,2,1,528
ma-ma.10.rtf,P37,ma-ma,2,1,792.3
ma-ma.10.rtf,P10,ma-ma,2,1,127.2
ma-ma.10.rtf,P11,ma-ma,2,1,454.8
ma-ma.10.rtf,P12,ma-ma,2,1,78.3
ma-ma.10.rtf,P13,ma-ma,2,1,122.3
ma-ma.10.rtf,P15,ma-ma,2,1,542.9
ma-ma.10.rtf,P16,ma-ma,2,1,298.4
ma-ma.10.rtf,P18,ma-ma,2,1,352.1
ma-ma.10.rtf,P20,ma-ma,2,1,586.7
ma-ma.10.rtf,P22,ma-ma,2,1,231.5
ma-ma.10.rtf,P24,ma-ma,2,1,644.3
ma-ma.10.rtf,P26,ma-ma,2,1,317.1
ma-ma.10.rtf,P28,ma-ma,2,1,811.8
ma-ma.10.rtf,P17,ma-ma,2,1,0
ma-ma.10.rtf,P30,ma-ma,2,1,552.2
ma-ma.10.rtf,P32,ma-ma,2,1,430.3
ma-ma.10.rtf,P34,ma-ma,2,1,136.9
ma-ma.10.rtf,P36,ma-ma,2,1,386.4
ma-ma.11.rtf,P01,ma-ma,2,1,740.2
ma-ma.11.rtf,P02,ma-ma,2,1,200.5
ma-ma.11.rtf,P04,ma-ma,2,1,132.1
ma-ma.11.rtf,P05,ma-ma,2,1,234.7
ma-ma.11.rtf,P03,ma-ma,2,1,73.4
ma-ma.11.rtf,P06,ma-ma,2,1,464.6
ma-ma.11.rtf,P07,ma-ma,2,1,376.7
ma-ma.11.rtf,P08,ma-ma,2,1,258.9
ma-ma.11.rtf,P19,ma-ma,2,1,527
ma-ma.11.rtf,P09,ma-ma,2,1,0
ma-ma.11.rtf,P21,ma-ma,2,1,640.6
ma-ma.11.rtf,P23,ma-ma,2,1,443
ma-ma.11.rtf,P35,ma-ma,2,1,0
ma-ma.11.rtf,P34,ma-ma,2,1,68.4
ma-ma.12.rtf,P02,ma-ma,2,1,0
ma-ma.11.rtf,P25,ma-ma,2,1,357.2
ma-ma.11.rtf,P27,ma-ma,2,1,254.2
ma-ma.11.rtf,P29,ma-ma,2,1,137
ma-ma.11.rtf,P31,ma-ma,2,1,122.2
ma-ma.11.rtf,P33,ma-ma,2,1,146.7
ma-ma.11.rtf,P37,ma-ma,2,1,352.1
ma-ma.11.rtf,P10,ma-ma,2,1,268.9
ma-ma.12.rtf,P23,ma-ma,2,1,0
ma-ma.11.rtf,P11,ma-ma,2,1,518.4
ma-ma.11.rtf,P12,ma-ma,2,1,410.8
ma-ma.11.rtf,P13,ma-ma,2,1,474.2
ma-ma.12.rtf,P12,ma-ma,2,1,0
ma-ma.11.rtf,P15,ma-ma,2,1,567.3
ma-ma.11.rtf,P16,ma-ma,2,1,288.5
ma-ma.11.rtf,P17,ma-ma,2,1,508.5
ma-ma.11.rtf,P18,ma-ma,2,1,513.6
ma-ma.11.rtf,P20,ma-ma,2,1,410.9
ma-ma.12.rtf,P17,ma-ma,2,1,0
ma-ma.11.rtf,P22,ma-ma,2,1,317.1
ma-ma.11.rtf,P24,ma-ma,2,1,432.9
ma-ma.11.rtf,P26,ma-ma,2,1,171.1
ma-ma.11.rtf,P28,ma-ma,2,1,293.4
ma-ma.12.rtf,P20,ma-ma,2,1,0
ma-ma.11.rtf,P30,ma-ma,2,1,171.1
ma-ma.11.rtf,P32,ma-ma,2,1,425.4
ma-ma.11.rtf,P36,ma-ma,2,1,581.9
ma-ma.12.rtf,P01,ma-ma,2,1,347.5
ma-ma.12.rtf,P03,ma-ma,2,1,220.1
ma-ma.12.rtf,P04,ma-ma,2,1,485.1
ma-ma.12.rtf,P05,ma-ma,2,1,552.6
ma-ma.12.rtf,P06,ma-ma,2,1,1023
ma-ma.12.rtf,P07,ma-ma,2,1,308.1
ma-ma.12.rtf,P08,ma-ma,2,1,298.3
ma-ma.12.rtf,P09,ma-ma,2,1,425.4
ma-ma.12.rtf,P19,ma-ma,2,1,102.7
ma-ma.12.rtf,P21,ma-ma,2,1,498.8
ma-ma.12.rtf,P27,ma-ma,2,1,273.9
ma-ma.12.rtf,P29,ma-ma,2,1,489
ma-ma.12.rtf,P31,ma-ma,2,1,322.8
ma-ma.12.rtf,P33,ma-ma,2,1,489.1
ma-ma.12.rtf,P35,ma-ma,2,1,225
ma-ma.12.rtf,P37,ma-ma,2,1,459.6
ma-ma.12.rtf,P10,ma-ma,2,1,205.4
ma-ma.12.rtf,P11,ma-ma,2,1,449.9
ma-ma.12.rtf,P13,ma-ma,2,1,332.6
ma-ma.12.rtf,P28,ma-ma,2,1,0
ma-ma.12.rtf,P15,ma-ma,2,1,264.1
ma-ma.12.rtf,P16,ma-ma,2,1,405.8
ma-ma.12.rtf,P18,ma-ma,2,1,723.7
ma-nma.01.rtf,P02,ma-nma,1,2,0
ma-ma.12.rtf,P22,ma-ma,2,1,328.4
ma-ma.12.rtf,P24,ma-ma,2,1,558.3
ma-ma.12.rtf,P26,ma-ma,2,1,583.8
ma-ma.12.rtf,P30,ma-ma,2,1,755.8
ma-nma.01.rtf,P03,ma-nma,1,2,58.6
ma-nma.01.rtf,P09,ma-nma,1,2,73.3
ma-ma.12.rtf,P32,ma-ma,2,1,361.8
ma-ma.12.rtf,P34,ma-ma,2,1,200.3
ma-ma.12.rtf,P36,ma-ma,2,1,132
ma-nma.01.rtf,P01,ma-nma,1,2,156
ma-nma.01.rtf,P04,ma-nma,1,2,269
ma-nma.01.rtf,P05,ma-nma,1,2,146.7
ma-nma.01.rtf,P06,ma-nma,1,2,454.9
ma-nma.01.rtf,P07,ma-nma,1,2,415.3
ma-nma.01.rtf,P29,ma-nma,1,2,0
ma-nma.01.rtf,P08,ma-nma,1,2,254.2
ma-nma.01.rtf,P19,ma-nma,1,2,239.6
ma-nma.01.rtf,P32,ma-nma,1,2,0
ma-nma.01.rtf,P21,ma-nma,1,2,264.2
ma-nma.01.rtf,P36,ma-nma,1,2,0
ma-nma.01.rtf,P23,ma-nma,1,2,161.3
ma-nma.02.rtf,P04,ma-nma,1,2,68.5
ma-nma.01.rtf,P25,ma-nma,1,2,493.9
ma-nma.02.rtf,P05,ma-nma,1,2,0
ma-nma.02.rtf,P36,ma-nma,1,2,0
ma-nma.01.rtf,P27,ma-nma,1,2,293.4
ma-nma.01.rtf,P31,ma-nma,1,2,122.3
ma-nma.01.rtf,P33,ma-nma,1,2,298.3
ma-nma.01.rtf,P35,ma-nma,1,2,146.7
ma-nma.01.rtf,P37,ma-nma,1,2,332.5
ma-nma.01.rtf,P10,ma-nma,1,2,127
ma-nma.01.rtf,P11,ma-nma,1,2,435.2
